x,y,label
2016-10-28 17:01:15.520289,0.0,57a9.w
2016-10-28 17:01:16.520200,0.0,57a9.w
2016-10-28 17:01:17.520336,0.0,57a9.w
2016-10-28 17:01:18.520269,0.0,57a9.w
2016-10-28 17:01:19.520228,0.0,57a9.w
2016-10-28 17:01:20.520259,0.0,57a9.w
2016-10-28 17:01:21.520308,0.0,57a9.w
2016-10-28 17:01:22.520296,0.0,57a9.w
2016-10-28 17:01:23.520304,0.0,57a9.w
2016-10-28 17:01:24.520262,0.0,57a9.w
2016-10-28 17:01:25.520255,0.0,57a9.w
2016-10-28 17:01:26.520231,0.0,57a9.w
2016-10-28 17:01:27.520224,0.0,57a9.w
2016-10-28 17:01:28.520253,0.0,57a9.w
2016-10-28 17:01:29.520256,0.0,57a9.w
2016-10-28 17:01:30.520282,0.0,57a9.w
2016-10-28 17:01:31.520243,0.0,57a9.w
2016-10-28 17:01:32.520283,0.0,57a9.w
2016-10-28 17:01:33.520269,0.0,57a9.w
2016-10-28 17:01:34.520234,0.0,57a9.w
2016-10-28 17:01:35.520249,0.0,57a9.w
2016-10-28 17:01:36.520240,0.0,57a9.w
2016-10-28 17:01:37.520279,0.0,57a9.w
2016-10-28 17:01:38.520245,0.0,57a9.w
2016-10-28 17:01:39.520235,0.0,57a9.w
2016-10-28 17:01:40.520258,0.0,57a9.w
2016-10-28 17:01:41.520264,0.0,57a9.w
2016-10-28 17:01:42.520249,0.0,57a9.w
2016-10-28 17:01:43.520249,0.0,57a9.w
2016-10-28 17:01:44.520246,0.0,57a9.w
2016-10-28 17:01:45.520241,0.0,57a9.w
2016-10-28 17:01:46.520213,0.0,57a9.w
2016-10-28 17:01:47.520234,0.0,57a9.w
2016-10-28 17:01:48.520324,0.0,57a9.w
2016-10-28 17:01:49.520286,0.0,57a9.w
2016-10-28 17:01:50.520344,0.0,57a9.w
2016-10-28 17:01:51.520245,0.0,57a9.w
2016-10-28 17:01:52.520228,0.0,57a9.w
2016-10-28 17:01:53.520256,0.0,57a9.w
2016-10-28 17:01:54.520240,0.0,57a9.w
2016-10-28 17:01:55.520224,0.0,57a9.w
2016-10-28 17:01:56.520295,0.0,57a9.w
2016-10-28 17:01:57.520296,0.0,57a9.w
2016-10-28 17:01:58.520240,0.0,57a9.w
2016-10-28 17:01:59.520264,0.0,57a9.w
2016-10-28 17:02:00.520311,0.0,57a9.w
2016-10-28 17:02:01.520323,0.0,57a9.w
2016-10-28 17:02:02.520269,0.0,57a9.w
