x,y,label
2016-11-04 13:44:39.520200,1861046272,30f6.usage
2016-11-04 13:44:39.520200,0,30f6.stats.unevictable
2016-11-04 13:44:39.520200,499712,30f6.stats.total_inactive_file
2016-11-04 13:44:39.520200,1673527296,30f6.stats.total_rss_huge
2016-11-04 13:44:39.520200,9223372036854771712,30f6.stats.hierarchical_memsw_limit
2016-11-04 13:44:39.520200,712704,30f6.stats.total_cache
2016-11-04 13:44:39.520200,24576,30f6.stats.total_mapped_file
2016-11-04 13:44:39.520200,24576,30f6.stats.mapped_file
2016-11-04 13:44:39.520200,54992,30f6.stats.pgfault
2016-11-04 13:44:39.520200,0,30f6.stats.total_writeback
2016-11-04 13:44:39.520200,3896508416,30f6.stats.hierarchical_memory_limit
2016-11-04 13:44:39.520200,212992,30f6.stats.total_active_file
2016-11-04 13:44:39.520200,1673527296,30f6.stats.rss_huge
2016-11-04 13:44:39.520200,712704,30f6.stats.cache
2016-11-04 13:44:39.520200,1857765376,30f6.stats.active_anon
2016-11-04 13:44:39.520200,347,30f6.stats.pgmajfault
2016-11-04 13:44:39.520200,14618,30f6.stats.total_pgpgout
2016-11-04 13:44:39.520200,14618,30f6.stats.pgpgout
2016-11-04 13:44:39.520200,0,30f6.stats.swap
2016-11-04 13:44:39.520200,499712,30f6.stats.inactive_file
2016-11-04 13:44:39.520200,0,30f6.stats.total_unevictable
2016-11-04 13:44:39.520200,54992,30f6.stats.total_pgfault
2016-11-04 13:44:39.520200,347,30f6.stats.total_pgmajfault
2016-11-04 13:44:39.520200,0,30f6.stats.writeback
2016-11-04 13:44:39.520200,0,30f6.stats.total_swap
2016-11-04 13:44:39.520200,1857765376,30f6.stats.total_active_anon
2016-11-04 13:44:39.520200,60570,30f6.stats.pgpgin
2016-11-04 13:44:39.520200,0,30f6.stats.total_dirty
2016-11-04 13:44:39.520200,60570,30f6.stats.total_pgpgin
2016-11-04 13:44:39.520200,1857765376,30f6.stats.rss
2016-11-04 13:44:39.520200,0,30f6.stats.total_inactive_anon
2016-11-04 13:44:39.520200,0,30f6.stats.inactive_anon
2016-11-04 13:44:39.520200,212992,30f6.stats.active_file
2016-11-04 13:44:39.520200,0,30f6.stats.dirty
2016-11-04 13:44:39.520200,1857765376,30f6.stats.total_rss
2016-11-04 13:44:39.520200,0,30f6.failcnt
2016-11-04 13:44:39.520200,8308916224,30f6.limit
2016-11-04 13:44:39.520200,1863999488,30f6.max_usage
2016-11-04 13:44:40.531144,2199851008,30f6.usage
2016-11-04 13:44:40.531144,0,30f6.stats.unevictable
2016-11-04 13:44:40.531144,3964928,30f6.stats.total_inactive_file
2016-11-04 13:44:40.531144,1832910848,30f6.stats.total_rss_huge
2016-11-04 13:44:40.531144,9223372036854771712,30f6.stats.hierarchical_memsw_limit
2016-11-04 13:44:40.531144,16576512,30f6.stats.total_cache
2016-11-04 13:44:40.531144,12746752,30f6.stats.total_mapped_file
2016-11-04 13:44:40.531144,12746752,30f6.stats.mapped_file
2016-11-04 13:44:40.531144,219840,30f6.stats.pgfault
2016-11-04 13:44:40.531144,0,30f6.stats.total_writeback
2016-11-04 13:44:40.531144,3896508416,30f6.stats.hierarchical_memory_limit
2016-11-04 13:44:40.531144,12570624,30f6.stats.total_active_file
2016-11-04 13:44:40.531144,1832910848,30f6.stats.rss_huge
